folio,unidad,trimestre,region,ciudad,punto,turno,sexo,edad,nacio,cruzar,trabajar,estuvo,p1,p1_1,p1_2,p1_2_1,p1_2_2_1,p1_2_2_2,p1_3,p2,p2_1,p3a,p3n,p4,p4_1,p5,p6,p6_1,p7,p7_1_1,p7_1_2,p7_1_3,p7_2,p7_3,p8,p8_1d,p8_1m,p8_1u,p8_1_1,p8_2e,p8_2m,p8_2l,p8_2u,p9,p9_1,p9_2,p9_2_1,p9_4,p9_5,p9_6_1,p9_6_2,p9_6_3,p9_6_4,p9_6_5,p9_6_6,p9_6_7,p9_7,p9_8,p9_9c,p9_9u,p9_9t,p9_10,p9_11,p9_11_1_1,p9_11_1_2,p9_12,p9_13,p9_14,p9_15_1,p9_15_2,p10,p11,p12,p13,p13_1,p13_2,p14,p14_1,p14_2,p15,p16,p16_1,p16_2,p16_3,p16_4,p17,p17_1f,p17_1p,p17_1u,p17_2e,p17_2m,p17_3,p18,p18_1,p18_2,p18_2_1,p18_2_2c,p18_2_2t,p19c,p19t,p20,p20_1c,p20_1t,p20_2,p21,p21_1c,p21_1t,p22c,p22t,p23,p24m,p24a,p25_1,p25_1_1,p25_2,p25_2_1,p25_3,p25_3_1,p26,p26_1,p26_2,p27,p28,p28_1f,p28_1p,p28_1u,p28_2e,p28_2m,p28_4,p28_5,p28_6,p28_7_1,p28_7_2,p28_7_3,p28_7_4,p28_7_5,p28_7_6,p28_7_7,p28_8,p28_9,p28_10c,p28_10u,p28_10t,p28_10_1,p28_11,p28_12,p29,p30,p31,nivel,oficio_mx,filtro,estrato,upm,ponfin3
606511,132211,4,1,3,2,2,1,26,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,1,1,1,2,5,1,-9,3,1,2,0,1,1,1,13,1314,1,1,-13,-13,-13,-13,1,-14,1,-16,611,2,1,1,2,2,2,2,2,8,6,100,3,2,111,2,-18,-18,1,2,2,1,96,0,1312047,1,2,-20,-20,2,-22,2,2,4,-24,-24,-24,-24,2,-27,70310077,1,7,7031,2,1,8,1,1,3,6,5,5,6,-33,-33,-33,2,6,5,5,5,2019,6,2022,2,-37,2,-38,2,-39,2,-40,-40,1,2,-42,70310077,1,7,7031,612,2,2,1,1,2,2,2,2,2,8,6,5000,1,4,1,112,2,2,-45,2,1,1,1,3022,3022132211,27.8575172307127
606811,132211,4,1,3,2,2,1,44,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,1,1,6,1,1,2,1,1,-9,4,0,3,1,2,1,1,14,1416,1,1,-13,-13,-13,-13,1,-14,1,-16,751,1,1,2,2,2,2,2,2,12,6,4500,3,5,112,2,-18,-18,1,2,2,7,96,0,1312047,1,1,1,1,-21,-21,-21,2,4,-24,-24,-24,-24,2,-27,70060044,1,7,7006,1,1,4,1,1,14,6,777,7,888,6,5,1,-34,-34,-34,1,2,2008,-36,-36,2,-37,2,-38,2,-39,2,-40,-40,2,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,2,-45,2,2,0,1,3022,3022132211,39.174633405
606911,132211,4,1,3,2,2,2,30,1,1,1,-4,2,1,1,1,1,96,0,1,1,0,0,2,2,1,2,1,4,1,3,0,1,2,1,13,1306,1,1,-13,-13,-13,-13,2,5,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,1,2,2,6,96,0,1312047,8,2,-20,-20,2,-22,4,1,4,-24,-24,-24,-24,2,-27,70340239,1,7,7034,2,2,-28,-28,-28,-28,-28,5,1,888,9,6,1,-34,-34,-34,5,1,2013,-36,-36,2,-37,2,-38,2,-39,2,-40,-40,2,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,2,-45,2,0,0, ,3022,3022132211,5.72099204813374
607011,132211,4,1,3,2,2,1,27,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,3,3,-8,2,6,2,2,7,3,3,1,3,2,1,13,1311,1,1,-13,-13,-13,-13,2,1,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,1,2,2,1,96,0,1312047,5,2,-20,-20,2,-22,2,1,5,1,1,2,36,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1,4,0, ,3022,3022132211,5.22328488213807
607111,132211,4,1,3,2,2,1,39,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,1,1,6,1,1,2,5,1,-9,4,0,4,0,2,1,1,8,803,2,1,-13,-13,-13,-13,1,-14,2,4,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,99,99,96,2,2,2,2,96,0,1312047,1,2,-20,-20,2,-22,2,1,4,-24,-24,-24,-24,2,-27,70340239,1,7,7034,2,1,4,1,1,10,5,3,2,888,10,5,1,-34,-34,-34,3,2,2022,99,9999,2,-37,2,-38,2,-39,2,-40,-40,1,2,-42,70340239,1,7,7034,411,6,-44,2,2,2,2,2,2,2,10,3,1500,1,2,1,463,2,2,-45,2,2,4,1,3022,3022132211,5.22328488213807
607510,142210,4,1,1,3,3,1,23,56,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,2,3,-8,2,6,2,2,5,0,5,0,5,2,56,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,2,3,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,2,2,2,2,1,1,1217001,5,2,-20,-20,2,-22,2,1,5,1,2,2,47,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1,4,0, ,1033,1033142210,10.7745566573942
607511,132211,4,1,3,2,2,2,19,1,1,1,-4,2,1,0,-6,-6,-6,-6,1,1,2,1,1,2,6,1,-9,5,1,4,0,3,1,1,8,805,1,1,-13,-13,-13,-13,1,-14,2,6,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,99,99,96,2,2,2,2,96,0,1312047,1,2,-20,-20,2,-22,2,1,4,-24,-24,-24,-24,2,-27,70340099,1,7,7034,1,1,5,1,1,2,6,1,6,888,2,6,99,1,1,6,1,6,9999,99,9999,2,-37,2,-38,2,-39,2,-40,-40,1,1,999999999,-43,99,7,7034,961,1,2,1,1,1,1,2,2,2,8,6,3500,1,4,1,814,2,2,-45,2,1,6,1,3022,3022132211,5.72099204813374
608011,132211,4,1,3,2,2,1,30,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,1,1,4,1,1,2,2,1,-9,1,-10,-10,-10,-10,-10,1,13,1320,99,1,-13,-13,-13,-13,2,2,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,2,2,2,2,96,0,1312047,1,2,-20,-20,2,-22,2,1,5,1,1,2,41,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,3,3,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2,1,0, ,3022,3022132211,52.2328449681381
608111,132211,4,1,3,2,2,1,26,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,1,1,6,1,1,2,6,2,2,5,1,4,0,2,2,1,13,1319,1,1,-13,-13,-13,-13,2,1,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,1,2,2,2,96,0,1312047,1,1,2,2,-21,-21,-21,2,4,-24,-24,-24,-24,1,70300017,-26,1,7,7030,1,1,1,1,1,10,6,777,7,9,-33,-33,-33,1,1,6,6,5,2012,2,2022,2,-37,2,-38,2,-39,2,-40,-40,1,1,70340227,-43,1,7,7034,611,2,2,1,1,2,2,2,2,2,8,6,150,1,2,1,111,2,2,-45,2,2,1,1,3022,3022132211,78.34926681
608211,132211,4,1,3,2,2,1,30,1,1,1,-4,2,1,1,1,1,96,0,2,2,5,1,1,2,5,1,-9,3,1,2,0,1,1,1,20,2005,99,1,-13,-13,-13,-13,2,2,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,1,2,2,1,96,0,1312047,1,2,-20,-20,2,-22,2,2,5,1,2,2,1,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,1,5,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1,1,0, ,3022,3022132211,41.7862752038619
608411,132211,4,1,3,2,2,1,22,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,1,1,1,1,1,2,6,2,2,5,0,5,0,4,2,1,9,920,2,1,-13,-13,-13,-13,2,2,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,2,2,2,2,96,0,1312047,1,2,-20,-20,2,-22,3,2,4,-24,-24,-24,-24,2,-27,71071268,1,7,7107,2,1,2,1,2,-30,-30,5,5,8,-33,-33,-33,2,6,5,5,5,2018,6,2022,2,-37,2,-38,2,-39,2,-40,-40,1,2,-42,70170803,1,7,7017,712,2,2,1,1,2,2,2,2,2,8,6,5000,1,4,1,236,2,2,-45,2,1,3,1,3022,3022132211,31.339706724
608510,142210,4,1,1,3,3,1,53,16,1,1,-4,2,4,0,-6,-6,-6,-6,2,2,3,2,-8,2,1,1,-9,4,1,3,0,1,1,16,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,2,3,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,2,2,2,1,4,1,1217001,5,2,-20,-20,2,-22,2,2,5,1,2,2,6,-25,-25,-25,-25,-25,-25,2,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1,3,0, ,1033,1033142210,10.1819562995619
608611,132211,4,1,3,2,2,1,28,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,1,1,0,0,2,2,6,2,2,6,1,4,1,3,2,1,13,1306,1,1,-13,-13,-13,-13,2,1,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,1,2,2,2,96,0,1312047,1,1,2,2,-21,-21,-21,2,4,-24,-24,-24,-24,1,70300017,-26,1,7,7030,1,1,1,1,1,8,5,777,7,9,-33,-33,-33,1,1,6,6,5,2016,3,2022,2,-37,2,-38,2,-39,2,-40,-40,1,1,70300017,-43,1,7,7030,611,2,2,1,2,2,2,2,2,2,8,6,150,1,2,1,111,2,2,-45,2,0,1,1,3022,3022132211,5.22328488213807
608711,132211,4,1,3,2,2,2,36,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,1,1,2,1,1,2,1,2,1,4,0,4,0,4,2,1,9,913,99,1,-13,-13,-13,-13,1,-14,1,-16,611,6,1,2,2,2,2,2,2,12,6,4000,3,5,111,2,-18,-18,1,2,2,2,96,0,1312047,1,1,1,1,-21,-21,-21,1,4,-24,-24,-24,-24,2,-27,70890001,2,7,7089,1,1,4,1,1,14,6,777,7,13,-33,-33,-33,1,1,6,3,5,2008,10,2021,2,-37,2,-38,2,-39,2,-40,-40,1,2,-42,70890001,2,7,7089,411,99,99,1,2,2,2,2,2,2,10,6,99999,99,99,1,463,2,2,-45,2,1,4,1,3022,3022132211,5.72099204813374
608811,132211,4,1,3,2,2,1,25,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,1,1,3,2,-8,2,6,1,-9,5,1,4,0,2,2,1,9,904,1,1,-13,-13,-13,-13,1,-14,1,-16,411,1,1,2,2,2,2,2,2,12,6,1500,3,5,461,2,-18,-18,1,2,2,2,96,0,1312047,5,1,2,2,-21,-21,-21,1,5,1,1,2,12,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1,3,0, ,3022,3022132211,5.22328488213807
609011,132211,4,1,3,2,2,1,39,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,1,1,4,1,1,2,5,1,-9,4,1,3,0,3,1,1,9,909,99,1,-13,-13,-13,-13,1,-14,2,4,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,1,8,96,2,2,2,2,96,0,1312047,1,2,-20,-20,2,-22,2,1,4,-24,-24,-24,-24,2,-27,70190001,2,7,7019,2,1,3,1,2,-30,-30,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2,1,0,1,3022,3022132211,26.1164218418619
609110,142210,4,1,1,3,3,1,39,56,1,1,-4,2,1,0,-6,-6,-6,-6,2,2,3,2,-8,2,1,1,-9,8,2,6,0,2,1,56,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,2,3,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,2,2,2,2,4,1,1217001,5,2,-20,-20,2,-22,2,1,5,1,2,2,48,-25,-25,-25,-25,-25,-25,2,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1,3,0, ,1033,1033142210,9.69710099165474
609111,132211,4,1,3,2,2,1,24,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,1,1,5,1,1,2,5,1,-9,4,1,3,0,2,1,1,13,1308,99,1,-13,-13,-13,-13,1,-14,2,3,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,1,8,96,1,2,2,2,96,0,1312047,1,2,-20,-20,2,-22,2,2,4,-24,-24,-24,-24,2,-27,211140211,2,21,21114,1,1,2,1,2,-30,-30,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2,1,0,1,3022,3022132211,62.679413448
609211,132211,4,1,3,2,2,1,36,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,1,1,5,1,1,2,5,1,-9,5,2,3,0,2,1,1,14,1406,2,1,-13,-13,-13,-13,1,-14,1,-16,611,6,2,2,2,2,2,2,2,10,6,2800,3,5,111,1,8,96,2,2,2,2,96,0,1312047,1,2,-20,-20,2,-22,2,1,4,-24,-24,-24,-24,1,70310077,-26,1,7,7031,2,1,1,1,1,8,5,777,7,1,-32,-32,-32,-32,-32,-32,-32,-32,-32,99,9999,2,-37,2,-38,2,-39,2,-40,-40,2,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,2,-45,2,1,0,1,3022,3022132211,5.22328488213807
609811,152211,4,1,2,5,2,2,44,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,2,1,1,2,1,2,1,7,99,99,99,3,2,1,12,1215,1,2,-13,-13,-13,-13,2,3,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,1,2,2,1,96,0,1215013,1,1,2,2,-21,-21,-21,1,4,-24,-24,-24,-24,2,-27,70890001,2,7,7089,2,1,4,1,1,5,6,2,1,888,6,6,2,-34,-34,-34,2,1,2001,-36,-36,2,-37,2,-38,2,-39,2,-40,-40,1,2,-42,70890001,2,7,7089,951,6,-44,2,2,2,2,2,2,2,2,6,300,1,2,1,463,2,2,-45,2,1,5,1,2052,2052152211,87.4054084590579
609910,142210,4,1,1,3,3,1,26,56,1,1,-4,2,2,0,-6,-6,-6,-6,2,2,3,3,-8,2,1,1,-9,4,2,2,0,2,1,56,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,1,-16,713,4,2,2,2,2,2,2,2,8,6,40,2,3,238,1,8,96,2,2,2,2,4,1,1217001,5,2,-20,-20,1,6,-23,1,5,1,2,2,48,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1,4,0, ,1033,1033142210,9.69710099165474
610210,142210,4,1,1,3,3,1,23,56,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,6,1,1,2,6,2,2,4,1,3,0,2,2,56,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,2,2,2,2,96,1,1217001,5,2,-20,-20,2,-22,2,1,5,1,2,2,33,-25,-25,-25,-25,-25,-25,1,1,2,2,-29,-29,-29,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1,2,0, ,1033,1033142210,24.2427529957857
610310,142210,4,1,1,3,3,2,20,56,1,1,-4,2,2,0,-6,-6,-6,-6,2,2,3,3,-8,2,6,2,2,6,1,5,0,2,2,56,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,1,-16,962,1,2,2,2,2,2,2,2,8,6,20,2,4,721,2,-18,-18,2,2,2,2,4,1,1217001,5,2,-20,-20,2,-22,2,1,5,1,2,2,21,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1,4,0, ,1033,1033142210,4.89520540153552
610910,142210,4,1,1,3,3,1,32,56,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,3,2,-8,2,6,2,2,8,2,6,0,3,2,56,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,2,3,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,1,2,2,1,2,1,1217001,5,2,-20,-20,2,-22,2,1,5,5,2,2,34,-25,-25,-25,-25,-25,-25,2,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,1,0,1,3,0, ,1033,1033142210,6.78797121080716
611610,142210,4,1,1,3,3,2,30,56,1,1,-4,2,2,0,-6,-6,-6,-6,2,2,3,3,-8,2,1,2,1,2,0,2,0,2,2,56,-11,-11,-11,-11,-11,-11,-11,-11,2,1,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,2,2,2,2,96,1,1217001,5,2,-20,-20,2,-22,2,1,5,1,2,2,49,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1,4,0, ,1033,1033142210,22.8442904828452
611910,142210,4,1,1,3,3,1,34,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,3,2,-8,2,1,1,-9,5,1,4,0,2,1,1,12,1219,1,2,-13,-13,-13,-13,1,-14,2,4,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,2,2,2,2,96,1,1217001,1,2,-20,-20,2,-22,2,1,4,-24,-24,-24,-24,1,70890431,-26,1,7,7089,2,1,1,1,1,3,6,1,5,36,-33,-33,-33,12,1,5,1,5,2019,9,2022,2,-37,2,-38,2,-39,2,-40,-40,1,1,70890431,-43,1,7,7089,611,2,2,2,2,2,2,2,2,2,8,6,280,1,2,1,111,2,2,-45,2,3,1,1,1033,1033142210,9.69710099165474
612210,142210,4,1,1,3,3,1,39,1,1,1,-4,2,1,0,-6,-6,-6,-6,2,2,2,2,-8,2,5,1,-9,8,3,4,1,2,1,1,9,921,2,2,-13,-13,-13,-13,1,-14,2,4,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,1,2,2,2,1,0,1217001,1,1,2,3,-21,-21,-21,1,4,-24,-24,-24,-24,1,70870117,-26,1,7,7087,2,1,1,1,1,9,6,1,5,108,-33,-33,-33,12,1,5,1,5,2013,9,2022,2,-37,2,-38,2,-39,2,-40,-40,1,1,70870117,-43,1,7,7087,611,2,2,1,1,2,1,2,2,2,8,6,300,1,2,1,111,2,2,-45,2,3,1,1,1033,1033142210,29.0913040082619
612410,142210,4,1,1,3,3,1,21,56,1,1,-4,2,4,0,-6,-6,-6,-6,2,2,2,3,-8,2,6,1,-9,1,-10,-10,-10,-10,-10,56,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,2,3,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,2,2,2,2,4,1,1217001,5,2,-20,-20,2,-22,4,1,5,3,1,2,48,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1,4,0, ,1033,1033142210,4.84855101247621
612510,142210,4,1,1,3,3,1,39,56,1,1,-4,2,8,0,-6,-6,-6,-6,2,2,2,3,-8,2,1,1,-9,6,2,4,0,2,1,56,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,2,3,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,2,2,2,2,1,1,1217001,5,2,-20,-20,2,-22,4,1,5,1,1,2,6,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2,4,0, ,1033,1033142210,67.8797100414762
612610,142210,4,1,1,3,3,1,36,56,1,1,-4,2,8,0,-6,-6,-6,-6,2,2,3,3,-8,2,1,1,-9,6,1,5,0,2,1,56,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,2,3,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,1,2,2,1,2,1,1217001,5,2,-20,-20,2,-22,4,1,5,1,2,2,48,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1,4,0, ,1033,1033142210,24.8488223889941
613110,142210,4,1,1,3,3,1,20,56,1,1,-4,2,2,0,-6,-6,-6,-6,2,2,2,3,-8,2,6,2,2,5,2,3,0,2,2,56,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,2,3,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,1,2,2,2,1,1,1217001,5,2,-20,-20,2,-22,4,1,5,1,2,1,8,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1,4,0, ,1033,1033142210,14.5456520041309
613410,142210,4,1,1,3,3,1,21,56,1,1,-4,2,6,0,-6,-6,-6,-6,2,2,2,3,-8,2,6,2,2,8,3,5,0,3,2,56,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,2,3,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,1,2,2,1,2,1,1217001,5,2,-20,-20,2,-22,4,1,5,1,1,2,42,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1,4,0, ,1033,1033142210,77.576811033131
